"2019-09-26";"06:17:27";"WinControl (rev 848) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"";"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2019-09-26 04:51:47.013";"2019-09-26";"04:51:47";"SCHS";"";"Chart start ";""
"2019-09-26 04:51:47.014";"2019-09-26";"04:51:47";"FO";"3098";"0";"0";"0";"-";"-"
"2019-09-26 04:52:09.036";"2019-09-26";"04:52:09";"FO";"3099";"459";"1508";"0";"0.696";"0.0"
"2019-09-26 04:52:30.419";"2019-09-26";"04:52:30";"F";"3100";"886";"1474";"60";"0.399";"10.1"
"2019-09-26 04:52:51.989";"2019-09-26";"04:52:51";"F";"3101";"827";"1524";"85";"0.457";"16.3"
"2019-09-26 04:53:13.353";"2019-09-26";"04:53:13";"F";"3102";"960";"1444";"120";"0.335";"16.9"
"2019-09-26 04:53:34.294";"2019-09-26";"04:53:34";"F";"3103";"1045";"1377";"198";"0.241";"20.0"
"2019-09-26 04:53:55.217";"2019-09-26";"04:53:55";"F";"3104";"1083";"1318";"295";"0.178";"22.1"
"2019-09-26 04:54:16.544";"2019-09-26";"04:54:16";"F";"3105";"1110";"1261";"475";"0.120";"23.9"
"2019-09-26 04:54:37.217";"2019-09-26";"04:54:37";"F";"3106";"1111";"1202";"700";"0.076";"22.3"
"2019-09-26 04:54:58.663";"2019-09-26";"04:54:58";"F";"3107";"1092";"1135";"1250";"0.038";"20.0"
"2019-09-26 05:00:25.539";"2019-09-26";"05:00:25";"FO";"3108";"473";"1193";"0";"0.604";"0.0"
"2019-09-26 05:00:46.202";"2019-09-26";"05:00:46";"F";"3109";"787";"1114";"60";"0.294";"7.4"
"2019-09-26 05:01:06.323";"2019-09-26";"05:01:06";"F";"3110";"765";"1062";"85";"0.280";"10.0"
"2019-09-26 05:01:27.674";"2019-09-26";"05:01:27";"F";"3111";"764";"1011";"120";"0.244";"12.3"
"2019-09-26 05:01:49.286";"2019-09-26";"05:01:49";"F";"3112";"796";"954";"198";"0.166";"13.8"
"2019-09-26 05:02:10.249";"2019-09-26";"05:02:10";"F";"3113";"789";"899";"295";"0.122";"15.1"
"2019-09-26 05:02:32.455";"2019-09-26";"05:02:32";"F";"3114";"774";"841";"475";"0.080";"16.0"
"2019-09-26 05:02:53.079";"2019-09-26";"05:02:53";"F";"3115";"741";"780";"700";"0.050";"14.7"
"2019-09-26 05:03:14.924";"2019-09-26";"05:03:14";"F";"3116";"699";"716";"1250";"0.024";"12.6"
"2019-09-26 05:04:24.326";"2019-09-26";"05:04:24";"FO";"3117";"479";"1721";"0";"0.722";"0.0"
"2019-09-26 05:04:46.113";"2019-09-26";"05:04:46";"F";"3118";"1175";"1702";"60";"0.310";"7.8"
"2019-09-26 05:05:07.651";"2019-09-26";"05:05:07";"F";"3119";"1186";"1670";"85";"0.290";"10.4"
"2019-09-26 05:05:29.052";"2019-09-26";"05:05:29";"F";"3120";"1238";"1624";"120";"0.238";"12.0"
"2019-09-26 05:05:50.280";"2019-09-26";"05:05:50";"F";"3121";"1347";"1573";"198";"0.144";"12.0"
"2019-09-26 05:06:10.904";"2019-09-26";"05:06:10";"F";"3122";"1368";"1517";"295";"0.098";"12.1"
"2019-09-26 05:06:32.921";"2019-09-26";"05:06:32";"F";"3123";"1383";"1467";"475";"0.057";"11.4"
"2019-09-26 05:06:54.232";"2019-09-26";"05:06:54";"F";"3124";"1368";"1414";"700";"0.033";"9.7"
"2019-09-26 05:07:15.201";"2019-09-26";"05:07:15";"F";"3125";"1321";"1339";"1250";"0.013";"6.8"
"2019-09-26 05:08:14.114";"2019-09-26";"05:08:14";"FO";"3126";"87";"275";"0";"0.684";"0.0"
"2019-09-26 05:08:35.349";"2019-09-26";"05:08:35";"F";"3127";"90";"222";"60";"0.595";"15.0"
"2019-09-26 05:08:56.647";"2019-09-26";"05:08:56";"F";"3128";"78";"190";"85";"0.589";"21.0"
"2019-09-26 05:09:17.279";"2019-09-26";"05:09:17";"F";"3129";"73";"174";"120";"0.580";"29.2"
"2019-09-26 05:11:11.500";"2019-09-26";"05:11:11";"FO";"3131";"455";"1404";"0";"0.676";"0.0"
"2019-09-26 05:11:31.522";"2019-09-26";"05:11:31";"F";"3132";"740";"1395";"60";"0.470";"11.8"
"2019-09-26 05:11:52.592";"2019-09-26";"05:11:52";"F";"3133";"738";"1375";"85";"0.463";"16.5"
"2019-09-26 05:12:12.458";"2019-09-26";"05:12:12";"F";"3134";"796";"1363";"120";"0.416";"21.0"
"2019-09-26 05:12:33.937";"2019-09-26";"05:12:33";"F";"3135";"930";"1350";"198";"0.311";"25.9"
"2019-09-26 05:12:54.564";"2019-09-26";"05:12:54";"F";"3136";"1032";"1337";"295";"0.228";"28.2"
"2019-09-26 05:13:15.906";"2019-09-26";"05:13:15";"F";"3137";"1114";"1314";"475";"0.152";"30.3"
"2019-09-26 05:13:36.111";"2019-09-26";"05:13:36";"F";"3138";"1158";"1280";"700";"0.095";"27.9"
"2019-09-26 05:13:56.531";"2019-09-26";"05:13:56";"F";"3139";"1168";"1222";"1250";"0.044";"23.1"
"2019-09-26 05:14:50.702";"2019-09-26";"05:14:50";"FO";"3140";"269";"724";"0";"0.628";"0.0"
"2019-09-26 05:15:11.563";"2019-09-26";"05:15:11";"F";"3141";"398";"752";"60";"0.471";"11.9"
"2019-09-26 05:15:31.495";"2019-09-26";"05:15:31";"F";"3142";"383";"740";"85";"0.482";"17.2"
"2019-09-26 05:15:52.551";"2019-09-26";"05:15:52";"F";"3143";"419";"750";"120";"0.441";"22.2"
"2019-09-26 05:16:13.034";"2019-09-26";"05:16:13";"F";"3144";"485";"744";"198";"0.348";"28.9"
"2019-09-26 05:16:34.345";"2019-09-26";"05:16:34";"F";"3145";"535";"731";"295";"0.268";"33.2"
"2019-09-26 05:16:54.563";"2019-09-26";"05:16:54";"F";"3146";"577";"705";"475";"0.182";"36.3"
"2019-09-26 05:17:16.341";"2019-09-26";"05:17:16";"F";"3147";"594";"675";"700";"0.120";"35.3"
"2019-09-26 05:17:37.079";"2019-09-26";"05:17:37";"F";"3148";"594";"635";"1250";"0.065";"34.1"
"2019-09-26 05:19:22.939";"2019-09-26";"05:19:22";"FO";"3149";"492";"1649";"0";"0.702";"0.0"
"2019-09-26 05:19:43.042";"2019-09-26";"05:19:43";"F";"3150";"1132";"1604";"60";"0.294";"7.4"
"2019-09-26 05:20:04.150";"2019-09-26";"05:20:04";"F";"3151";"1145";"1585";"85";"0.278";"9.9"
"2019-09-26 05:20:25.151";"2019-09-26";"05:20:25";"F";"3152";"1204";"1563";"120";"0.230";"11.6"
"2019-09-26 05:20:45.486";"2019-09-26";"05:20:45";"F";"3153";"1320";"1542";"198";"0.144";"12.0"
"2019-09-26 05:21:06.279";"2019-09-26";"05:21:06";"F";"3154";"1370";"1516";"295";"0.096";"11.9"
"2019-09-26 05:21:26.629";"2019-09-26";"05:21:26";"F";"3155";"1400";"1482";"475";"0.055";"11.0"
"2019-09-26 05:21:48.732";"2019-09-26";"05:21:48";"F";"3156";"1395";"1438";"700";"0.030";"8.8"
"2019-09-26 05:22:09.295";"2019-09-26";"05:22:09";"F";"3157";"1351";"1367";"1250";"0.012";"6.3"
