"2019-09-19";"06:11:25";"WinControl (rev 848) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"";"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2019-09-19 04:41:14.412";"2019-09-19";"04:41:14";"SCHS";"";"Chart start ";""
"2019-09-19 04:41:14.413";"2019-09-19";"04:41:14";"FO";"1629";"382";"1180";"0";"0.676";"0.0"
"2019-09-19 04:41:34.546";"2019-09-19";"04:41:34";"F";"1630";"623";"1042";"60";"0.402";"10.1"
"2019-09-19 04:41:55.849";"2019-09-19";"04:41:55";"F";"1631";"628";"1029";"85";"0.390";"13.9"
"2019-09-19 04:42:16.914";"2019-09-19";"04:42:16";"F";"1632";"659";"1016";"120";"0.351";"17.7"
"2019-09-19 04:42:37.670";"2019-09-19";"04:42:37";"F";"1633";"733";"989";"198";"0.259";"21.5"
"2019-09-19 04:42:59.602";"2019-09-19";"04:42:59";"F";"1634";"768";"949";"295";"0.191";"23.7"
"2019-09-19 04:43:21.040";"2019-09-19";"04:43:21";"F";"1635";"790";"912";"475";"0.134";"26.7"
"2019-09-19 04:43:42.289";"2019-09-19";"04:43:42";"F";"1636";"794";"866";"700";"0.083";"24.4"
"2019-09-19 04:44:03.101";"2019-09-19";"04:44:03";"F";"1637";"786";"817";"1250";"0.038";"20.0"
"2019-09-19 04:45:43.164";"2019-09-19";"04:45:43";"FO";"1638";"453";"1279";"0";"0.646";"0.0"
"2019-09-19 04:46:04.350";"2019-09-19";"04:46:04";"F";"1639";"729";"1221";"60";"0.403";"10.2"
"2019-09-19 04:46:26.724";"2019-09-19";"04:46:26";"F";"1640";"693";"1151";"85";"0.398";"14.2"
"2019-09-19 04:46:46.789";"2019-09-19";"04:46:46";"F";"1641";"688";"1067";"120";"0.355";"17.9"
"2019-09-19 04:47:08.414";"2019-09-19";"04:47:08";"F";"1642";"707";"979";"198";"0.278";"23.1"
"2019-09-19 04:47:29.600";"2019-09-19";"04:47:29";"F";"1643";"700";"898";"295";"0.220";"27.3"
"2019-09-19 04:47:52.164";"2019-09-19";"04:47:52";"F";"1644";"691";"823";"475";"0.160";"31.9"
"2019-09-19 04:48:12.289";"2019-09-19";"04:48:12";"F";"1645";"674";"755";"700";"0.107";"31.5"
"2019-09-19 04:48:33.914";"2019-09-19";"04:48:33";"F";"1646";"650";"692";"1250";"0.061";"32.0"
"2019-09-19 04:50:20.544";"2019-09-19";"04:50:20";"FO";"1647";"397";"1203";"0";"0.670";"0.0"
"2019-09-19 04:50:41.665";"2019-09-19";"04:50:41";"F";"1648";"666";"1163";"60";"0.427";"10.8"
"2019-09-19 04:51:02.476";"2019-09-19";"04:51:02";"F";"1649";"640";"1123";"85";"0.430";"15.4"
"2019-09-19 04:51:24.413";"2019-09-19";"04:51:24";"F";"1650";"651";"1091";"120";"0.403";"20.3"
"2019-09-19 04:51:45.725";"2019-09-19";"04:51:45";"F";"1651";"712";"1049";"198";"0.321";"26.7"
"2019-09-19 04:52:06.974";"2019-09-19";"04:52:06";"F";"1652";"740";"997";"295";"0.258";"32.0"
"2019-09-19 04:52:28.164";"2019-09-19";"04:52:28";"F";"1653";"764";"946";"475";"0.192";"38.3"
"2019-09-19 04:52:49.789";"2019-09-19";"04:52:49";"F";"1654";"774";"887";"700";"0.127";"37.3"
"2019-09-19 04:53:10.916";"2019-09-19";"04:53:10";"F";"1655";"769";"827";"1250";"0.070";"36.8"
"2019-09-19 04:54:16.599";"2019-09-19";"04:54:16";"FO";"1656";"421";"1242";"0";"0.661";"0.0"
"2019-09-19 04:54:36.726";"2019-09-19";"04:54:36";"F";"1657";"698";"1181";"60";"0.409";"10.3"
"2019-09-19 04:54:58.289";"2019-09-19";"04:54:58";"F";"1658";"645";"1104";"85";"0.416";"14.9"
"2019-09-19 04:55:19.414";"2019-09-19";"04:55:19";"F";"1659";"642";"1030";"120";"0.377";"19.0"
"2019-09-19 04:55:41.788";"2019-09-19";"04:55:41";"F";"1660";"672";"951";"198";"0.293";"24.4"
"2019-09-19 04:56:01.913";"2019-09-19";"04:56:01";"F";"1661";"674";"875";"295";"0.230";"28.5"
"2019-09-19 04:56:23.539";"2019-09-19";"04:56:23";"F";"1662";"671";"804";"475";"0.165";"32.9"
"2019-09-19 04:56:44.975";"2019-09-19";"04:56:44";"F";"1663";"658";"739";"700";"0.110";"32.3"
"2019-09-19 04:57:04.662";"2019-09-19";"04:57:04";"F";"1664";"637";"677";"1250";"0.059";"31.0"
"2019-09-19 04:58:22.536";"2019-09-19";"04:58:22";"FO";"1665";"572";"1847";"0";"0.690";"0.0"
"2019-09-19 04:58:43.287";"2019-09-19";"04:58:43";"F";"1666";"1066";"1855";"60";"0.425";"10.7"
"2019-09-19 04:59:04.287";"2019-09-19";"04:59:04";"F";"1667";"1075";"1845";"85";"0.417";"14.9"
"2019-09-19 04:59:25.161";"2019-09-19";"04:59:25";"F";"1668";"1113";"1810";"120";"0.385";"19.4"
"2019-09-19 04:59:45.913";"2019-09-19";"04:59:45";"F";"1669";"1248";"1734";"198";"0.280";"23.3"
"2019-09-19 05:00:05.664";"2019-09-19";"05:00:05";"F";"1670";"1294";"1627";"295";"0.205";"25.4"
"2019-09-19 05:00:26.664";"2019-09-19";"05:00:26";"F";"1671";"1309";"1521";"475";"0.139";"27.7"
"2019-09-19 05:00:48.100";"2019-09-19";"05:00:48";"F";"1672";"1292";"1410";"700";"0.084";"24.7"
"2019-09-19 05:01:09.099";"2019-09-19";"05:01:09";"F";"1673";"1248";"1301";"1250";"0.041";"21.5"
"2019-09-19 05:02:05.912";"2019-09-19";"05:02:05";"FO";"1674";"401";"1254";"0";"0.680";"0.0"
"2019-09-19 05:02:27.350";"2019-09-19";"05:02:27";"F";"1675";"726";"1249";"60";"0.419";"10.6"
"2019-09-19 05:02:48.291";"2019-09-19";"05:02:48";"F";"1676";"689";"1186";"85";"0.419";"15.0"
"2019-09-19 05:03:08.040";"2019-09-19";"05:03:08";"F";"1677";"694";"1112";"120";"0.376";"19.0"
"2019-09-19 05:03:29.474";"2019-09-19";"05:03:29";"F";"1678";"738";"1026";"198";"0.281";"23.4"
"2019-09-19 05:03:50.412";"2019-09-19";"05:03:50";"F";"1679";"740";"939";"295";"0.212";"26.3"
"2019-09-19 05:04:11.350";"2019-09-19";"05:04:11";"F";"1680";"735";"861";"475";"0.146";"29.1"
"2019-09-19 05:04:32.106";"2019-09-19";"05:04:32";"F";"1681";"717";"790";"700";"0.092";"27.0"
"2019-09-19 05:04:53.099";"2019-09-19";"05:04:53";"F";"1682";"691";"724";"1250";"0.046";"24.2"
"2019-09-19 05:06:33.288";"2019-09-19";"05:06:33";"FO";"1683";"608";"1999";"0";"0.696";"0.0"
"2019-09-19 05:06:53.164";"2019-09-19";"05:06:53";"F";"1684";"1256";"1913";"60";"0.343";"8.6"
"2019-09-19 05:07:13.911";"2019-09-19";"05:07:13";"F";"1685";"1336";"1893";"85";"0.294";"10.5"
"2019-09-19 05:07:34.849";"2019-09-19";"05:07:34";"F";"1686";"1402";"1861";"120";"0.247";"12.4"
"2019-09-19 05:07:55.794";"2019-09-19";"05:07:55";"F";"1687";"1524";"1810";"198";"0.158";"13.1"
"2019-09-19 05:08:16.537";"2019-09-19";"05:08:16";"F";"1688";"1557";"1739";"295";"0.105";"13.0"
"2019-09-19 05:08:37.537";"2019-09-19";"05:08:37";"F";"1689";"1559";"1661";"475";"0.061";"12.2"
"2019-09-19 05:08:57.224";"2019-09-19";"05:08:57";"F";"1690";"1525";"1577";"700";"0.033";"9.7"
"2019-09-19 05:09:18.662";"2019-09-19";"05:09:18";"F";"1691";"1459";"1474";"1250";"0.010";"5.3"
"2019-09-19 05:10:20.661";"2019-09-19";"05:10:20";"FO";"1692";"319";"855";"0";"0.627";"0.0"
"2019-09-19 05:10:41.664";"2019-09-19";"05:10:41";"F";"1693";"462";"777";"60";"0.405";"10.2"
"2019-09-19 05:11:01.350";"2019-09-19";"05:11:01";"F";"1694";"434";"716";"85";"0.394";"14.1"
"2019-09-19 05:11:22.792";"2019-09-19";"05:11:22";"F";"1695";"420";"654";"120";"0.358";"18.0"
"2019-09-19 05:11:43.790";"2019-09-19";"05:11:43";"F";"1696";"420";"587";"198";"0.284";"23.6"
"2019-09-19 05:12:04.726";"2019-09-19";"05:12:04";"F";"1697";"404";"526";"295";"0.232";"28.7"
"2019-09-19 05:12:25.225";"2019-09-19";"05:12:25";"F";"1698";"389";"468";"475";"0.169";"33.7"
"2019-09-19 05:12:46.226";"2019-09-19";"05:12:46";"F";"1699";"369";"415";"700";"0.111";"32.6"
"2019-09-19 05:13:05.914";"2019-09-19";"05:13:05";"F";"1700";"348";"371";"1250";"0.062";"32.6"
"2019-09-19 05:14:57.356";"2019-09-19";"05:14:57";"FO";"1701";"389";"1306";"0";"0.702";"0.0"
"2019-09-19 05:15:17.227";"2019-09-19";"05:15:17";"F";"1702";"637";"1293";"60";"0.507";"12.8"
"2019-09-19 05:15:37.976";"2019-09-19";"05:15:37";"F";"1703";"645";"1276";"85";"0.495";"17.7"
"2019-09-19 05:15:58.974";"2019-09-19";"05:15:58";"F";"1704";"694";"1261";"120";"0.450";"22.7"
"2019-09-19 05:16:19.975";"2019-09-19";"05:16:19";"F";"1705";"777";"1206";"198";"0.356";"29.6"
"2019-09-19 05:16:40.477";"2019-09-19";"05:16:40";"F";"1706";"819";"1142";"295";"0.283";"35.1"
"2019-09-19 05:17:01.479";"2019-09-19";"05:17:01";"F";"1707";"853";"1075";"475";"0.207";"41.3"
"2019-09-19 05:17:22.350";"2019-09-19";"05:17:22";"F";"1708";"866";"1005";"700";"0.138";"40.6"
"2019-09-19 05:17:43.099";"2019-09-19";"05:17:43";"F";"1709";"859";"927";"1250";"0.073";"38.3"
"2019-09-19 05:18:31.168";"2019-09-19";"05:18:31";"FO";"1710";"230";"569";"0";"0.596";"0.0"
"2019-09-19 05:18:51.911";"2019-09-19";"05:18:51";"F";"1711";"307";"537";"60";"0.428";"10.8"
"2019-09-19 05:19:12.915";"2019-09-19";"05:19:12";"F";"1712";"305";"536";"85";"0.431";"15.4"
"2019-09-19 05:19:33.789";"2019-09-19";"05:19:33";"F";"1713";"312";"523";"120";"0.403";"20.3"
"2019-09-19 05:19:54.538";"2019-09-19";"05:19:54";"F";"1714";"323";"495";"198";"0.347";"28.9"
"2019-09-19 05:20:15.539";"2019-09-19";"05:20:15";"F";"1715";"321";"455";"295";"0.295";"36.6"
"2019-09-19 05:20:35.288";"2019-09-19";"05:20:35";"F";"1716";"315";"409";"475";"0.230";"45.9"
"2019-09-19 05:20:56.725";"2019-09-19";"05:20:56";"F";"1717";"302";"363";"700";"0.168";"49.4"
"2019-09-19 05:21:17.726";"2019-09-19";"05:21:17";"F";"1718";"290";"324";"1250";"0.105";"55.1"
"2019-09-19 05:22:29.669";"2019-09-19";"05:22:29";"FO";"1719";"453";"1273";"0";"0.644";"0.0"
"2019-09-19 05:22:49.353";"2019-09-19";"05:22:49";"F";"1720";"671";"1227";"60";"0.453";"11.4"
"2019-09-19 05:23:10.350";"2019-09-19";"05:23:10";"F";"1721";"551";"998";"85";"0.448";"16.0"
"2019-09-19 05:23:30.225";"2019-09-19";"05:23:30";"F";"1722";"481";"842";"120";"0.429";"21.6"
"2019-09-19 05:23:52.039";"2019-09-19";"05:23:52";"F";"1723";"458";"729";"198";"0.372";"30.9"
"2019-09-19 05:24:11.850";"2019-09-19";"05:24:11";"F";"1724";"431";"634";"295";"0.320";"39.6"
"2019-09-19 05:24:32.786";"2019-09-19";"05:24:32";"F";"1725";"409";"552";"475";"0.259";"51.7"
"2019-09-19 05:24:53.537";"2019-09-19";"05:24:53";"F";"1726";"388";"483";"700";"0.197";"57.9"
"2019-09-19 05:25:14.544";"2019-09-19";"05:25:14";"F";"1727";"374";"428";"1250";"0.126";"66.2"
"2019-09-19 05:26:26.537";"2019-09-19";"05:26:26";"FO";"1728";"477";"1238";"0";"0.615";"0.0"
"2019-09-19 05:26:46.233";"2019-09-19";"05:26:46";"F";"1729";"585";"998";"60";"0.414";"10.4"
"2019-09-19 05:27:07.226";"2019-09-19";"05:27:07";"F";"1730";"440";"774";"85";"0.432";"15.4"
"2019-09-19 05:27:28.661";"2019-09-19";"05:27:28";"F";"1731";"405";"695";"120";"0.417";"21.0"
"2019-09-19 05:27:48.351";"2019-09-19";"05:27:48";"F";"1732";"394";"631";"198";"0.376";"31.3"
"2019-09-19 05:28:09.350";"2019-09-19";"05:28:09";"F";"1733";"381";"569";"295";"0.330";"40.9"
"2019-09-19 05:28:30.787";"2019-09-19";"05:28:30";"F";"1734";"366";"502";"475";"0.271";"54.1"
"2019-09-19 05:28:51.786";"2019-09-19";"05:28:51";"F";"1735";"348";"434";"700";"0.198";"58.2"
"2019-09-19 05:29:11.537";"2019-09-19";"05:29:11";"F";"1736";"331";"376";"1250";"0.120";"63.0"
"2019-09-19 05:30:25.852";"2019-09-19";"05:30:25";"FO";"1737";"343";"1046";"0";"0.672";"0.0"
"2019-09-19 05:30:45.729";"2019-09-19";"05:30:45";"F";"1738";"561";"1026";"60";"0.453";"11.4"
"2019-09-19 05:31:06.476";"2019-09-19";"05:31:06";"F";"1739";"462";"858";"85";"0.462";"16.5"
"2019-09-19 05:31:27.476";"2019-09-19";"05:31:27";"F";"1740";"407";"734";"120";"0.446";"22.5"
"2019-09-19 05:31:48.351";"2019-09-19";"05:31:48";"F";"1741";"401";"650";"198";"0.383";"31.9"
"2019-09-19 05:32:09.106";"2019-09-19";"05:32:09";"F";"1742";"387";"577";"295";"0.329";"40.8"
"2019-09-19 05:32:30.102";"2019-09-19";"05:32:30";"F";"1743";"376";"512";"475";"0.266";"53.1"
"2019-09-19 05:32:49.798";"2019-09-19";"05:32:49";"F";"1744";"363";"451";"700";"0.195";"57.3"
"2019-09-19 05:33:11.163";"2019-09-19";"05:33:11";"F";"1745";"350";"397";"1250";"0.118";"62.0"
"2019-09-19 05:34:08.039";"2019-09-19";"05:34:08";"FO";"1746";"434";"1177";"0";"0.631";"0.0"
"2019-09-19 05:34:28.976";"2019-09-19";"05:34:28";"F";"1747";"538";"955";"60";"0.437";"11.0"
"2019-09-19 05:34:48.851";"2019-09-19";"05:34:48";"F";"1748";"402";"721";"85";"0.442";"15.8"
"2019-09-19 05:35:10.664";"2019-09-19";"05:35:10";"F";"1749";"357";"616";"120";"0.420";"21.2"
"2019-09-19 05:35:30.537";"2019-09-19";"05:35:30";"F";"1750";"336";"534";"198";"0.371";"30.9"
"2019-09-19 05:35:51.479";"2019-09-19";"05:35:51";"F";"1751";"314";"462";"295";"0.320";"39.6"
"2019-09-19 05:36:12.224";"2019-09-19";"05:36:12";"F";"1752";"297";"400";"475";"0.258";"51.5"
"2019-09-19 05:36:33.164";"2019-09-19";"05:36:33";"F";"1753";"283";"351";"700";"0.194";"57.0"
"2019-09-19 05:36:54.109";"2019-09-19";"05:36:54";"F";"1754";"274";"310";"1250";"0.116";"60.9"
"2019-09-19 05:37:58.165";"2019-09-19";"05:37:58";"FO";"1755";"524";"1504";"0";"0.652";"0.0"
"2019-09-19 05:38:19.172";"2019-09-19";"05:38:19";"F";"1756";"753";"1466";"60";"0.486";"12.2"
"2019-09-19 05:38:38.916";"2019-09-19";"05:38:38";"F";"1757";"603";"1200";"85";"0.498";"17.8"
"2019-09-19 05:39:00.351";"2019-09-19";"05:39:00";"F";"1758";"545";"1032";"120";"0.472";"23.8"
"2019-09-19 05:39:21.287";"2019-09-19";"05:39:21";"F";"1759";"530";"905";"198";"0.414";"34.4"
"2019-09-19 05:39:42.287";"2019-09-19";"05:39:42";"F";"1760";"505";"792";"295";"0.362";"44.9"
"2019-09-19 05:40:02.790";"2019-09-19";"05:40:02";"F";"1761";"484";"683";"475";"0.291";"58.1"
"2019-09-19 05:40:23.787";"2019-09-19";"05:40:23";"F";"1762";"462";"588";"700";"0.214";"62.9"
"2019-09-19 05:40:43.474";"2019-09-19";"05:40:43";"F";"1763";"445";"511";"1250";"0.129";"67.7"
"2019-09-19 05:41:34.233";"2019-09-19";"05:41:34";"FO";"1764";"321";"926";"0";"0.653";"0.0"
