"2019-09-24";"06:12:08";"WinControl (rev 848) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"";"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2019-09-24 04:51:33.247";"2019-09-24";"04:51:33";"SCHS";"";"Chart start ";""
"2019-09-24 04:51:33.248";"2019-09-24";"04:51:33";"FO";"2728";"351";"1475";"0";"0.762";"0.0"
"2019-09-24 04:51:52.577";"2019-09-24";"04:51:52";"F";"2729";"928";"1498";"60";"0.381";"9.6"
"2019-09-24 04:52:14.117";"2019-09-24";"04:52:14";"F";"2730";"928";"1427";"85";"0.350";"12.5"
"2019-09-24 04:52:35.143";"2019-09-24";"04:52:35";"F";"2731";"929";"1327";"120";"0.300";"15.1"
"2019-09-24 04:52:56.882";"2019-09-24";"04:52:56";"F";"2732";"973";"1240";"198";"0.215";"17.9"
"2019-09-24 04:53:17.707";"2019-09-24";"04:53:17";"F";"2733";"981";"1170";"295";"0.162";"20.1"
"2019-09-24 04:53:38.577";"2019-09-24";"04:53:38";"F";"2734";"980";"1101";"475";"0.110";"21.9"
"2019-09-24 04:54:00.617";"2019-09-24";"04:54:00";"F";"2735";"965";"1042";"700";"0.074";"21.8"
"2019-09-24 04:54:21.517";"2019-09-24";"04:54:21";"F";"2736";"940";"974";"1250";"0.035";"18.4"
"2019-09-24 04:55:43.248";"2019-09-24";"04:55:43";"FO";"2737";"316";"945";"0";"0.666";"0.0"
"2019-09-24 04:56:04.386";"2019-09-24";"04:56:04";"F";"2738";"541";"865";"60";"0.375";"9.5"
"2019-09-24 04:56:26.337";"2019-09-24";"04:56:26";"F";"2739";"439";"772";"85";"0.431";"15.4"
"2019-09-24 04:56:46.757";"2019-09-24";"04:56:46";"F";"2740";"392";"666";"120";"0.411";"20.7"
"2019-09-24 04:57:08.457";"2019-09-24";"04:57:08";"F";"2741";"390";"610";"198";"0.361";"30.0"
"2019-09-24 04:57:29.680";"2019-09-24";"04:57:29";"F";"2742";"400";"558";"295";"0.283";"35.1"
"2019-09-24 04:57:51.248";"2019-09-24";"04:57:51";"F";"2743";"417";"530";"475";"0.213";"42.5"
"2019-09-24 04:58:11.457";"2019-09-24";"04:58:11";"F";"2744";"411";"486";"700";"0.154";"45.3"
"2019-09-24 04:58:33.358";"2019-09-24";"04:58:33";"F";"2745";"397";"434";"1250";"0.085";"44.6"
"2019-09-24 05:01:16.898";"2019-09-24";"05:01:16";"FO";"2746";"580";"2011";"0";"0.712";"0.0"
"2019-09-24 05:01:38.117";"2019-09-24";"05:01:38";"F";"2747";"1206";"1901";"60";"0.366";"9.2"
"2019-09-24 05:02:00.148";"2019-09-24";"05:02:00";"F";"2748";"1170";"1779";"85";"0.342";"12.2"
"2019-09-24 05:02:20.578";"2019-09-24";"05:02:20";"F";"2749";"1180";"1640";"120";"0.280";"14.1"
"2019-09-24 05:02:42.387";"2019-09-24";"05:02:42";"F";"2750";"1234";"1515";"198";"0.185";"15.4"
"2019-09-24 05:03:03.758";"2019-09-24";"05:03:03";"F";"2751";"1219";"1406";"295";"0.133";"16.5"
"2019-09-24 05:03:25.248";"2019-09-24";"05:03:25";"F";"2752";"1200";"1309";"475";"0.083";"16.6"
"2019-09-24 05:03:45.884";"2019-09-24";"05:03:45";"F";"2753";"1124";"1188";"700";"0.054";"15.9"
"2019-09-24 05:04:07.277";"2019-09-24";"05:04:07";"F";"2754";"1078";"1106";"1250";"0.025";"13.1"
"2019-09-24 05:05:05.317";"2019-09-24";"05:05:05";"FO";"2755";"267";"832";"0";"0.679";"0.0"
"2019-09-24 05:05:26.180";"2019-09-24";"05:05:26";"F";"2756";"497";"829";"60";"0.400";"10.1"
"2019-09-24 05:05:48.458";"2019-09-24";"05:05:48";"F";"2757";"442";"775";"85";"0.430";"15.4"
"2019-09-24 05:06:09.138";"2019-09-24";"05:06:09";"F";"2758";"444";"722";"120";"0.385";"19.4"
"2019-09-24 05:06:29.828";"2019-09-24";"05:06:29";"F";"2759";"474";"668";"198";"0.290";"24.1"
"2019-09-24 05:06:51.683";"2019-09-24";"05:06:51";"F";"2760";"473";"614";"295";"0.230";"28.5"
"2019-09-24 05:07:12.958";"2019-09-24";"05:07:12";"F";"2761";"469";"563";"475";"0.167";"33.3"
"2019-09-24 05:07:33.348";"2019-09-24";"05:07:33";"F";"2762";"458";"518";"700";"0.116";"34.1"
"2019-09-24 05:07:54.477";"2019-09-24";"05:07:54";"F";"2763";"445";"475";"1250";"0.063";"33.1"
"2019-09-24 05:08:37.746";"2019-09-24";"05:08:37";"FO";"2764";"465";"1499";"0";"0.690";"0.0"
"2019-09-24 05:08:58.679";"2019-09-24";"05:08:58";"F";"2765";"924";"1461";"60";"0.368";"9.3"
"2019-09-24 05:09:19.694";"2019-09-24";"05:09:19";"F";"2766";"852";"1332";"85";"0.360";"12.9"
"2019-09-24 05:09:39.418";"2019-09-24";"05:09:39";"F";"2767";"834";"1217";"120";"0.315";"15.9"
"2019-09-24 05:10:00.180";"2019-09-24";"05:10:00";"F";"2768";"861";"1110";"198";"0.224";"18.6"
"2019-09-24 05:10:21.318";"2019-09-24";"05:10:21";"F";"2769";"847";"1017";"295";"0.167";"20.7"
"2019-09-24 05:10:42.819";"2019-09-24";"05:10:42";"F";"2770";"827";"931";"475";"0.112";"22.3"
"2019-09-24 05:11:02.517";"2019-09-24";"05:11:02";"F";"2771";"794";"854";"700";"0.070";"20.6"
"2019-09-24 05:11:23.328";"2019-09-24";"05:11:23";"F";"2772";"752";"778";"1250";"0.033";"17.3"
"2019-09-24 05:12:13.418";"2019-09-24";"05:12:13";"FO";"2773";"298";"818";"0";"0.636";"0.0"
"2019-09-24 05:12:33.458";"2019-09-24";"05:12:33";"F";"2774";"477";"771";"60";"0.381";"9.6"
