"2019-09-25";"06:01:37";"WinControl (rev 848) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"";"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2019-09-25 04:46:12.138";"2019-09-25";"04:46:12";"SCHS";"";"Chart start ";""
"2019-09-25 04:46:12.139";"2019-09-25";"04:46:12";"FO";"2909";"0";"0";"0";"-";"-"
"2019-09-25 04:46:27.891";"2019-09-25";"04:46:27";"FO";"2910";"0";"0";"0";"-";"-"
"2019-09-25 04:46:36.284";"2019-09-25";"04:46:36";"FO";"2912";"0";"0";"0";"-";"-"
"2019-09-25 04:46:41.227";"2019-09-25";"04:46:41";"FO";"2913";"0";"0";"0";"-";"-"
"2019-09-25 04:46:50.956";"2019-09-25";"04:46:50";"FO";"2914";"0";"0";"0";"-";"-"
"2019-09-25 04:47:04.250";"2019-09-25";"04:47:04";"FO";"2915";"0";"0";"0";"-";"-"
"2019-09-25 04:47:49.998";"2019-09-25";"04:47:49";"FO";"2916";"225";"818";"0";"0.725";"0.0"
"2019-09-25 04:48:11.154";"2019-09-25";"04:48:11";"F";"2917";"448";"744";"60";"0.398";"10.0"
"2019-09-25 04:48:32.059";"2019-09-25";"04:48:32";"F";"2918";"419";"661";"85";"0.366";"13.1"
"2019-09-25 04:48:53.907";"2019-09-25";"04:48:53";"F";"2919";"394";"597";"120";"0.340";"17.1"
"2019-09-25 04:49:14.922";"2019-09-25";"04:49:14";"F";"2920";"408";"546";"198";"0.253";"21.0"
"2019-09-25 04:49:36.321";"2019-09-25";"04:49:36";"F";"2921";"406";"500";"295";"0.188";"23.3"
"2019-09-25 04:49:57.921";"2019-09-25";"04:49:57";"F";"2922";"402";"460";"475";"0.126";"25.1"
"2019-09-25 04:50:19.036";"2019-09-25";"04:50:19";"F";"2923";"393";"426";"700";"0.077";"22.6"
"2019-09-25 04:50:40.160";"2019-09-25";"04:50:40";"F";"2924";"379";"393";"1250";"0.036";"18.9"
"2019-09-25 04:51:27.628";"2019-09-25";"04:51:27";"FO";"2925";"195";"602";"0";"0.676";"0.0"
"2019-09-25 04:51:47.923";"2019-09-25";"04:51:47";"F";"2926";"329";"551";"60";"0.403";"10.2"
"2019-09-25 04:52:09.557";"2019-09-25";"04:52:09";"F";"2927";"307";"495";"85";"0.380";"13.6"
"2019-09-25 04:52:30.797";"2019-09-25";"04:52:30";"F";"2928";"291";"449";"120";"0.352";"17.7"
"2019-09-25 04:52:51.904";"2019-09-25";"04:52:51";"F";"2929";"292";"401";"198";"0.272";"22.6"
"2019-09-25 04:53:12.767";"2019-09-25";"04:53:12";"F";"2930";"280";"355";"295";"0.211";"26.1"
"2019-09-25 04:53:33.797";"2019-09-25";"04:53:33";"F";"2931";"275";"323";"475";"0.149";"29.7"
"2019-09-25 04:53:56.173";"2019-09-25";"04:53:56";"F";"2932";"261";"291";"700";"0.103";"30.3"
"2019-09-25 04:54:16.306";"2019-09-25";"04:54:16";"F";"2933";"249";"263";"1250";"0.053";"27.8"
"2019-09-25 04:55:07.615";"2019-09-25";"04:55:07";"FO";"2934";"412";"1523";"0";"0.729";"0.0"
"2019-09-25 04:55:28.122";"2019-09-25";"04:55:28";"F";"2935";"915";"1420";"60";"0.356";"9.0"
"2019-09-25 04:55:49.369";"2019-09-25";"04:55:49";"F";"2936";"882";"1252";"85";"0.296";"10.6"
"2019-09-25 04:56:10.223";"2019-09-25";"04:56:10";"F";"2937";"829";"1126";"120";"0.264";"13.3"
"2019-09-25 04:56:31.814";"2019-09-25";"04:56:31";"F";"2938";"844";"1026";"198";"0.177";"14.7"
"2019-09-25 04:56:53.443";"2019-09-25";"04:56:53";"F";"2939";"828";"940";"295";"0.119";"14.7"
