time_date,sampleID,habitat,genus,species,site,PAMID,replicate,PAR,F,Fm
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,126,251,406
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,214,264,375
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,320,267,347
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,503,271,326
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,801,269,304
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,1409,264,281
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,0,261,712
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,61,380,681
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,91,350,635
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,126,355,609
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,214,383,578
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,320,400,540
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,503,412,506
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,801,412,469
21/09/2019,C48,cryptic,Pocillopora,Pocillopora damicornis,nikau,95,3,1409,406,434
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,0,204,522
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,61,277,470
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,91,242,416
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,126,238,391
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,214,248,362
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,320,251,336
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,503,251,307
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,801,245,281
21/09/2019,E48,exposed,Pocillopora,Pocillopora damicornis,nikau,96,3,1409,238,256
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,0,337,990
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,61,534,909
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,91,469,815
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,126,465,761
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,214,489,699
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,320,495,645
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,503,500,599
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,801,496,554
21/09/2019,C49,cryptic,Pocillopora,Pocillopora damicornis,nikau,97,4,1409,482,512
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,0,180,483
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,61,243,433
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,91,217,391
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,126,216,368
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,214,232,342
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,320,243,322
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,503,247,303
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,801,251,285
21/09/2019,E49,exposed,Pocillopora,Pocillopora damicornis,nikau,98,4,1409,244,263
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,0,216,689
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,61,394,659
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,91,384,606
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,126,373,562
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,214,394,530
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,320,404,496
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,503,410,468
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,801,405,440
21/09/2019,C51,cryptic,Acropora,Acropora elseyi,nikau,99,1,1409,396,411
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,0,281,747
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,61,369,560
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,91,280,427
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,126,246,370
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,214,237,329
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,320,228,296
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,503,221,267
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,801,214,244
21/09/2019,E51,exposed,Acropora,Acropora elseyi,nikau,100,1,1409,208,224
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,0,241,826
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,61,449,790
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,91,423,706
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,126,406,647
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,214,432,609
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,320,450,579
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,503,473,557
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,801,485,538
21/09/2019,C52,cryptic,Acropora,Acropora elseyi,nikau,101,2,1409,476,503
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,0,252,718
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,61,342,553
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,91,265,437
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,126,237,384
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,214,231,341
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,320,224,307
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,503,220,276
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,801,216,252
21/09/2019,E52,exposed,Acropora,Acropora elseyi,nikau,102,2,1409,211,230
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,0,312,1098
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,61,574,964
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,91,478,794
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,126,435,697
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,214,443,621
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,320,440,564
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,503,437,517
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,801,429,478
21/09/2019,C53,cryptic,Acropora,Acropora elseyi,nikau,103,3,1409,419,443
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,0,232,685
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,61,346,562
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,91,274,452
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,126,245,400
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,214,242,354
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,320,236,317
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,503,233,288
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,801,228,261
21/09/2019,E53,exposed,Acropora,Acropora elseyi,nikau,104,3,1409,221,239
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,0,166,604
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,61,315,528
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,91,269,433
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,126,245,377
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,214,248,336
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,320,244,304
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,503,241,277
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,801,235,255
21/09/2019,C54,cryptic,Acropora,Acropora elseyi,nikau,105,4,1409,227,237
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,0,223,673
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,61,334,545
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,91,264,441
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,126,239,388
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,214,240,350
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,320,238,318
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,503,237,289
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,801,233,266
21/09/2019,E54,exposed,Acropora,Acropora elseyi,nikau,106,4,1409,228,245
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,0,202,697
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,61,306,523
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,91,241,406
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,126,219,351
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,214,221,312
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,320,217,281
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,503,213,255
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,801,209,236
21/09/2019,C55,cryptic,Acropora,Acropora elseyi,nikau,107,5,1409,204,217
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,0,189,570
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,61,266,442
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,91,206,351
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,126,185,306
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,214,182,270
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,320,179,242
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,503,178,220
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,801,174,202
21/09/2019,E55,exposed,Acropora,Acropora elseyi,nikau,108,5,1409,169,183
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,0,158,533
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,61,228,371
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,91,174,299
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,126,165,270
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,214,166,245
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,320,165,227
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,503,167,210
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,801,167,196
22/09/2019,C50,cryptic,Pocillopora,Pocillopora damicornis,muri,109,5,1409,166,181
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,0,144,451
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,61,185,290
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,91,128,223
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,126,119,202
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,214,117,182
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,320,114,165
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,503,113,149
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,801,112,138
22/09/2019,E50,exposed,Pocillopora,Pocillopora damicornis,muri,110,5,1409,110,124
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,0,491,1595
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,61,835,1604
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,91,867,1588
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,126,903,1564
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,214,1013,1534
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,320,1082,1488
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,503,1142,1431
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,801,1170,1362
22/09/2019,C56,cryptic,Leptastrea ,Leptastrea purpurea,muri,111,1,1409,1172,1275
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,0,422,1215
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,61,646,1210
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,91,622,1167
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,126,649,1124
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,214,708,1075
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,320,738,1019
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,503,764,951
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,801,760,881
22/09/2019,E56,exposed,Leptastrea ,Leptastrea purpurea,muri,112,1,1409,744,808
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,0,467,1461
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,61,756,1459
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,91,751,1424
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,126,804,1396
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,214,913,1362
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,320,980,1306
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,503,1024,1237
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,801,1023,1151
22/09/2019,C57,cryptic,Leptastrea ,Leptastrea purpurea,muri,113,2,1409,988,1050
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,0,438,1270
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,61,706,1315
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,91,712,1306
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,126,757,1295
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,214,844,1254
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,320,895,1202
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,503,931,1136
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,801,934,1058
22/09/2019,E57,exposed,Leptastrea ,Leptastrea purpurea,muri,114,2,1409,915,973
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,0,407,1384
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,61,715,1398
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,91,707,1367
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,126,753,1337
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,214,869,1290
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,320,914,1210
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,503,943,1132
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,801,937,1052
22/09/2019,C58,cryptic,Leptastrea ,Leptastrea purpurea,muri,115,3,1409,907,960
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,0,328,913
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,61,470,870
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,91,449,835
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,126,457,806
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,214,491,763
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,320,507,711
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,503,514,648
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,801,495,577
22/09/2019,E58,exposed,Leptastrea ,Leptastrea purpurea,muri,116,3,1409,473,514
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,0,479,1447
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,61,813,1425
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,91,824,1389
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,126,876,1366
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,214,953,1330
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,320,998,1286
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,503,1042,1230
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,801,1047,1164
22/09/2019,C59,cryptic,Leptastrea ,Leptastrea purpurea,muri,117,4,1409,1027,1084
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,0,423,1091
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,61,589,1010
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,91,509,898
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,126,478,833
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,214,479,758
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,320,468,682
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,503,461,610
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,801,442,540
22/09/2019,E59,exposed,Leptastrea ,Leptastrea purpurea,muri,118,4,1409,418,471
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,0,651,2094
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,61,1106,2099
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,91,1156,2080
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,126,1237,2055
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,214,1398,2012
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,320,1486,1965
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,503,1570,1898
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,801,1609,1817
22/09/2019,C60,cryptic,Leptastrea ,Leptastrea purpurea,muri,119,5,1409,1607,1712
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,0,310,916
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,61,450,914
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,91,433,887
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,126,441,858
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,214,483,823
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,320,516,778
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,503,547,720
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,801,547,654
22/09/2019,E60,exposed,Leptastrea ,Leptastrea purpurea,muri,120,5,1409,531,582
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,0,342,1116
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,61,564,981
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,91,449,807
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,126,418,707
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,214,409,628
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,320,406,579
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,503,402,520
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,801,389,466
22/09/2019,C61,cryptic,Hydnophora,Hydnophora exesa,muri,121,1,1409,381,421
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,0,199,540
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,61,253,456
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,91,212,380
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,126,197,336
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,214,191,305
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,320,189,280
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,503,188,255
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,801,182,230
22/09/2019,E61,exposed,Hydnophora,Hydnophora exesa,muri,122,1,1409,180,209
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,0,445,1437
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,61,736,1338
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,91,640,1144
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,126,628,1026
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,214,647,935
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,320,652,870
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,503,664,809
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,801,658,746
22/09/2019,C62,cryptic,Hydnophora,Hydnophora exesa,muri,123,2,1409,640,685
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,0,262,701
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,61,336,595
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,91,282,500
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,126,266,446
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,214,259,404
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,320,254,373
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,503,252,340
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,801,247,308
22/09/2019,E62,exposed,Hydnophora,Hydnophora exesa,muri,124,2,1409,244,280
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,0,339,1099
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,61,542,998
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,91,442,842
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,126,418,744
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,214,417,667
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,320,413,608
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,503,416,554
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,801,410,497
22/09/2019,C63,cryptic,Hydnophora,Hydnophora exesa,muri,125,3,1409,400,441
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,0,196,510
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,61,241,402
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,91,196,326
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,126,180,289
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,214,173,261
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,320,168,239
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,503,164,219
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,801,159,197
22/09/2019,E63,exposed,Hydnophora,Hydnophora exesa,muri,126,3,1409,154,178
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,0,445,1521
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,61,754,1406
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,91,640,1191
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,126,607,1055
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,214,616,957
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,320,613,877
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,503,616,802
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,801,607,722
22/09/2019,C64,cryptic,Hydnophora,Hydnophora exesa,muri,127,4,1409,587,646
22/09/2019,E64,exposed,Hydnophora,Hydnophora exesa,muri,128,4,0,254,659
22/09/2019,E64,exposed,Hydnophora,Hydnophora exesa,muri,128,4,61,314,509
22/09/2019,E64,exposed,Hydnophora,Hydnophora exesa,muri,128,4,91,244,396
22/09/2019,E64,exposed,Hydnophora,Hydnophora exesa,muri,128,4,126,222,340
22/09/2019,E64,exposed,Hydnophora,Hydnophora exesa,muri,128,4,214,210,302
