time_date,sampleID,habitat,genus,species,site,PAMID,replicate,PAR,F,Fm
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,0,314,868
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,61,437,696
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,91,400,613
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,126,399,568
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,214,418,530
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,320,428,511
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,503,426,475
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,801,424,457
20/09/2019,C31,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,61,1,1409,423,436
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,0,208,538
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,61,248,426
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,91,217,368
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,126,212,343
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,214,217,318
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,320,217,293
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,503,215,263
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,801,218,249
20/09/2019,E31,exposed,Pocillopora,Pocillopora meandrina,avarua_west,62,1,1409,212,229
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,0,344,1069
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,61,564,974
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,91,521,883
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,126,523,823
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,214,545,763
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,320,564,718
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,503,580,681
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,801,585,643
20/09/2019,C32,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,63,2,1409,575,602
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,0,235,674
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,61,394,577
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,91,313,477
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,126,287,423
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,214,288,386
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,320,289,354
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,503,287,329
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,801,283,308
20/09/2019,E32,exposed,Pocillopora,Pocillopora meandrina,avarua_west,64,2,1409,276,290
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,0,416,1298
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,61,864,1178
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,91,786,1048
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,126,754,961
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,214,751,885
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,320,738,824
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,503,721,772
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,801,698,729
20/09/2019,C33,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,65,3,1409,671,684
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,0,179,450
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,61,207,317
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,91,152,252
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,126,143,236
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,214,142,223
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,320,143,209
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,503,145,196
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,801,148,183
20/09/2019,E33,exposed,Pocillopora,Pocillopora meandrina,avarua_west,66,3,1409,149,168
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,0,186,599
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,61,326,536
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,91,279,466
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,126,262,417
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,214,269,378
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,320,268,350
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,503,273,325
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,801,269,304
20/09/2019,C34,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,67,4,1409,267,284
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,0,225,656
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,61,324,564
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,91,273,488
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,126,263,456
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,214,276,423
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,320,290,403
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,503,306,384
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,801,306,355
20/09/2019,E34,exposed,Pocillopora,Pocillopora meandrina,avarua_west,68,4,1409,298,325
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,0,351,1190
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,61,714,1078
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,91,659,959
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,126,642,890
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,214,655,825
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,320,660,779
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,503,659,737
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,801,657,704
20/09/2019,C35,cryptic,Pocillopora,Pocillopora meandrina,avarua_west,69,5,1409,643,664
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,0,196,544
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,61,316,447
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,91,248,359
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,126,216,318
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,214,212,290
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,320,209,264
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,503,212,247
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,801,210,232
20/09/2019,E35,exposed,Pocillopora,Pocillopora meandrina,avarua_west,70,5,1409,206,218
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,0,454,1560
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,61,953,1498
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,91,916,1331
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,126,851,1193
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,214,869,1087
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,320,860,999
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,503,846,925
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,801,819,864
20/09/2019,C36,cryptic,Acropora,Acropora retusa,avarua_west,71,1,1409,784,802
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,0,239,639
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,61,402,568
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,91,336,458
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,126,286,389
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,214,274,341
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,320,258,305
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,503,244,272
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,801,231,246
20/09/2019,E36,exposed,Acropora,Acropora retusa,avarua_west,72,1,1409,216,223
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,0,442,1467
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,61,968,1386
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,91,917,1190
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,126,804,1038
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,214,779,924
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,320,744,837
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,503,712,765
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,801,673,701
20/09/2019,C37,cryptic,Acropora,Acropora retusa,avarua_west,73,2,1409,635,645
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,0,305,866
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,61,499,786
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,91,433,638
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,126,364,538
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,214,352,470
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,320,337,416
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,503,323,372
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,801,307,336
20/09/2019,E37,exposed,Acropora,Acropora retusa,avarua_west,74,2,1409,290,303
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,0,354,1186
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,61,683,1074
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,91,619,915
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,126,553,807
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,214,562,732
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,320,559,671
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,503,553,619
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,801,539,578
20/09/2019,C38,cryptic,Acropora,Acropora retusa,avarua_west,75,3,1409,523,541
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,0,429,1083
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,61,641,913
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,91,523,714
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,126,437,604
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,214,415,531
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,320,396,479
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,503,383,435
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,801,367,396
20/09/2019,E38,exposed,Acropora,Acropora retusa,avarua_west,76,3,1409,352,365
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,0,370,1225
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,61,780,1160
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,91,762,1035
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,126,713,936
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,214,714,863
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,320,703,801
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,503,690,747
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,801,667,700
20/09/2019,C39,cryptic,Acropora,Acropora retusa,avarua_west,77,4,1409,642,657
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,0,269,804
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,61,498,742
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,91,444,625
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,126,393,542
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,214,388,484
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,320,376,437
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,503,364,400
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,801,348,370
20/09/2019,E39,exposed,Acropora,Acropora retusa,avarua_west,78,4,1409,334,342
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,0,372,1311
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,61,853,1230
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,91,818,1097
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,126,769,998
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,214,783,921
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,320,768,856
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,503,753,802
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,801,726,753
20/09/2019,C40,cryptic,Acropora,Acropora retusa,avarua_west,79,5,1409,694,703
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,0,309,795
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,61,483,713
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,91,416,593
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,126,364,516
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,214,357,460
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,320,345,416
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,503,335,380
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,801,322,348
20/09/2019,E40,exposed,Acropora,Acropora retusa,avarua_west,80,5,1409,309,322
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,0,379,1241
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,61,656,1120
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,91,563,937
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,126,522,836
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,214,545,762
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,320,547,703
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,503,553,656
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,801,552,613
20/09/2019,C41,cryptic,Leptoria,Leptoria phrygia,avarua_west,81,1,1409,545,576
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,0,272,649
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,61,337,491
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,91,251,367
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,126,216,312
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,214,202,274
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,320,190,245
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,503,183,221
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,801,175,198
20/09/2019,E41,exposed,Leptoria,Leptoria phrygia,avarua_west,82,1,1409,167,181
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,0,351,1153
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,61,658,1148
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,91,587,1003
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,126,529,883
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,214,550,789
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,320,545,709
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,503,566,664
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,801,539,601
20/09/2019,C42,cryptic,Leptoria,Leptoria phrygia,avarua_west,83,2,1409,545,576
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,0,239,666
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,61,361,566
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,91,282,444
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,126,242,377
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,214,235,328
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,320,226,290
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,503,220,262
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,801,212,238
20/09/2019,E42,exposed,Leptoria,Leptoria phrygia,avarua_west,84,2,1409,204,218
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,0,463,1629
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,61,849,1490
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,91,790,1309
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,126,761,1191
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,214,800,1095
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,320,819,1026
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,503,834,967
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,801,838,917
20/09/2019,C43,cryptic,Leptoria,Leptoria phrygia,avarua_west,85,3,1409,832,869
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,0,225,575
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,61,277,439
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,91,213,337
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,126,183,286
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,214,175,248
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,320,164,220
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,503,159,195
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,801,151,175
20/09/2019,E43,exposed,Leptoria,Leptoria phrygia,avarua_west,86,3,1409,144,159
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,0,524,1707
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,61,931,1507
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,91,807,1255
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,126,725,1101
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,214,738,989
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,320,732,905
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,503,730,839
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,801,720,785
20/09/2019,C44,cryptic,Leptoria,Leptoria phrygia,avarua_west,87,4,1409,704,734
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,0,240,595
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,61,266,400
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,91,201,298
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,126,176,257
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,214,165,228
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,320,157,203
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,503,150,184
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,801,144,166
20/09/2019,E44,exposed,Leptoria,Leptoria phrygia,avarua_west,88,4,1409,141,150
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,0,391,1186
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,61,630,1078
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,91,562,931
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,126,516,835
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,214,533,761
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,320,535,698
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,503,540,645
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,801,533,598
20/09/2019,C45,cryptic,Leptoria,Leptoria phrygia,avarua_west,89,5,1409,520,551
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,0,304,735
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,61,364,560
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,91,279,432
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,126,248,373
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,214,238,329
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,320,228,295
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,503,223,267
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,801,216,244
20/09/2019,E45,exposed,Leptoria,Leptoria phrygia,avarua_west,90,5,1409,210,226
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,0,204,546
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,61,244,471
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,91,213,414
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,126,208,391
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,214,216,363
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,320,220,333
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,503,227,302
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,801,226,271
21/09/2019,C46,cryptic,Pocillopora,Pocillopora damicornis,nikau,91,1,1409,220,239
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,0,202,539
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,61,245,450
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,91,205,400
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,126,207,390
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,214,219,363
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,320,225,335
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,503,231,304
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,801,227,270
21/09/2019,E46,exposed,Pocillopora,Pocillopora damicornis,nikau,92,1,1409,218,239
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,0,282,692
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,61,401,648
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,91,375,609
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,126,376,581
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,214,393,550
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,320,403,519
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,503,411,489
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,801,411,460
21/09/2019,C47,cryptic,Pocillopora,Pocillopora damicornis,nikau,93,2,1409,406,431
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,0,222,567
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,61,298,493
21/09/2019,E47,exposed,Pocillopora,Pocillopora damicornis,nikau,94,2,91,255,434
