SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Sep 24 03:47:36 EST 2019
User: sgrac
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4E01596
Integration Time (usec): 100000 (USB4E01596)
Spectra Averaged: 3 (USB4E01596)
Boxcar Smoothing: 0 (USB4E01596)
Correct for Electrical Dark: No (USB4E01596)
Strobe/Lamp Enabled: Yes (USB4E01596)
Correct for Detector Non-linearity: No (USB4E01596)
Correct for Stray Light: No (USB4E01596)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
178.44	1731.818
178.66	1731.818
178.87	1731.818
179.09	690.566
179.30	717.778
179.52	-1243.333
179.74	733.962
179.95	583.582
180.17	-18650.000
180.38	-14800.000
180.60	612.360
180.82	-3557.143
181.03	1162.162
181.25	-1834.783
181.46	662.500
181.68	3633.333
181.89	-1870.833
182.11	557.576
182.33	1240.000
182.54	780.702
182.76	-765.000
182.97	286.957
183.19	884.444
183.40	5022.222
183.62	546.341
183.84	668.000
184.05	932.609
184.27	549.383
184.48	-2427.778
184.70	488.172
184.91	605.263
185.13	707.895
185.34	523.656
185.56	1246.875
185.78	1500.000
185.99	2812.500
186.21	556.250
186.42	814.286
186.64	522.581
186.85	972.917
187.07	-4490.000
187.28	-2311.765
187.50	-41900.000
187.72	44400.000
187.93	-2158.333
188.15	1055.814
188.36	640.541
188.58	643.243
188.79	-5485.714
189.01	-3838.462
189.22	1512.000
189.44	498.837
189.65	674.242
189.87	-6442.857
190.09	1105.882
190.30	1321.053
190.52	2157.143
190.73	7200.000
190.95	1278.947
191.16	424.051
191.38	4363.636
191.59	3121.429
191.81	1270.588
192.02	1019.149
192.24	812.245
192.45	2500.000
192.67	561.039
192.88	440.816
193.10	696.970
193.31	434.343
193.53	1152.632
193.74	-41700.000
193.96	742.254
194.18	326.415
194.39	529.348
194.61	513.889
194.82	419.492
195.04	386.916
195.25	0.000
195.47	-37300.000
195.68	410.000
195.90	560.000
196.11	598.795
196.33	727.907
196.54	395.413
196.76	1366.667
196.97	-3516.667
197.19	540.698
197.40	835.088
197.62	733.962
197.83	474.038
198.05	584.932
198.26	0.000
198.48	-788.889
198.69	1303.333
198.91	6142.857
199.12	-9050.000
199.34	508.889
199.55	-39600.000
199.77	2566.667
199.98	705.634
200.20	359.504
200.41	675.000
200.63	1414.706
200.84	-3453.846
201.06	481.013
201.27	1708.000
201.49	868.085
201.70	536.782
201.91	666.197
202.13	698.507
202.34	-1452.000
202.56	314.789
202.77	5087.500
202.99	5450.000
203.20	659.420
203.42	1256.757
203.63	4187.500
203.85	426.050
204.06	844.231
204.28	362.712
204.49	1221.212
204.71	-1028.125
204.92	321.014
205.14	1367.742
205.35	1026.190
205.56	441.905
205.78	-902.000
205.99	1115.385
206.21	821.053
206.42	607.576
206.64	2030.435
206.85	451.807
207.07	-619.355
207.28	1824.000
207.50	454.348
207.71	858.333
207.93	12466.667
208.14	1202.632
208.35	-3341.667
208.57	-1182.759
208.78	307.692
209.00	1052.500
209.21	439.604
209.43	-7066.667
209.64	281.250
209.86	736.842
210.07	907.143
210.28	1334.483
210.50	7916.667
210.71	1451.613
210.93	-2753.333
211.14	761.818
211.36	473.958
211.57	1622.222
211.78	4355.556
212.00	-2311.111
212.21	970.732
212.43	900.000
212.64	567.073
212.86	2017.391
213.07	647.059
213.29	3107.143
213.50	316.667
213.71	549.398
213.93	360.000
214.14	399.145
214.36	491.765
214.57	-3980.000
214.78	1138.462
215.00	459.504
215.21	997.500
215.43	1716.000
215.64	499.074
215.86	482.075
216.07	9925.000
216.28	667.164
216.50	517.647
216.71	1472.414
216.93	-1044.186
217.14	477.778
217.35	848.214
217.57	376.068
217.78	706.452
218.00	463.636
218.21	597.183
218.42	1585.185
218.64	2880.000
218.85	907.143
219.07	378.151
219.28	638.462
219.49	445.872
219.71	710.000
219.92	1160.000
220.14	963.043
220.35	4081.818
220.56	839.024
220.78	1133.333
220.99	592.308
221.21	578.378
221.42	593.243
221.63	6925.000
221.85	1460.714
222.06	1329.167
222.28	489.873
222.49	524.731
222.70	358.000
222.92	808.772
223.13	1922.222
223.34	1184.375
223.56	309.449
223.77	290.972
223.99	590.000
224.20	296.575
224.41	616.000
224.63	434.694
224.84	319.286
225.05	288.800
225.27	690.196
225.48	406.061
225.69	414.583
225.91	490.361
226.12	277.041
226.34	231.285
226.55	198.723
226.76	240.000
226.98	253.750
227.19	189.216
227.40	196.537
227.62	191.748
227.83	147.514
228.04	129.217
228.26	126.426
228.47	85.806
228.69	75.306
228.90	68.257
229.11	66.617
229.33	56.625
229.54	48.210
229.75	45.550
229.97	49.464
230.18	48.618
230.39	34.205
230.61	42.040
230.82	54.263
231.03	39.979
231.25	56.103
231.46	47.519
231.67	61.069
231.89	69.608
232.10	57.042
232.31	68.409
232.53	59.873
232.74	72.598
232.95	72.397
233.17	72.552
233.38	74.539
233.59	83.386
233.81	91.952
234.02	89.331
234.23	91.115
234.45	72.887
234.66	75.091
234.87	78.605
235.09	74.194
235.30	67.733
235.51	82.676
235.73	60.059
235.94	66.144
236.15	69.683
236.36	70.410
236.58	58.146
236.79	73.186
237.00	59.590
237.22	65.873
237.43	70.461
237.64	73.167
237.86	65.235
238.07	78.694
238.28	59.556
238.50	56.349
238.71	69.774
238.92	62.833
239.13	64.865
239.35	61.029
239.56	58.776
239.77	65.757
239.99	51.669
240.20	63.120
240.41	54.909
240.63	47.016
240.84	49.352
241.05	46.371
241.26	34.667
241.48	44.396
241.69	39.812
241.90	36.977
242.12	27.715
242.33	30.306
242.54	22.246
242.75	21.733
242.97	22.964
243.18	20.214
243.39	21.221
243.61	21.305
243.82	20.420
244.03	19.168
244.24	17.408
244.46	20.237
244.67	24.380
244.88	22.871
245.09	21.583
245.31	24.306
245.52	27.323
245.73	31.511
245.95	37.750
246.16	24.257
246.37	18.653
246.58	23.510
246.80	19.739
247.01	17.638
247.22	15.828
247.43	14.575
247.65	13.732
247.86	11.683
248.07	11.300
248.28	12.428
248.50	11.116
248.71	12.465
248.92	11.096
249.13	12.093
249.35	11.156
249.56	14.108
249.77	14.671
249.98	12.808
250.20	21.663
250.41	17.614
250.62	22.755
250.83	21.815
251.05	25.353
251.26	26.167
251.47	24.831
251.68	25.014
251.90	23.169
252.11	21.361
252.32	23.941
252.53	19.844
252.75	22.486
252.96	24.060
253.17	17.923
253.38	19.661
253.59	17.940
253.81	20.092
254.02	17.152
254.23	20.817
254.44	22.417
254.66	23.457
254.87	22.343
255.08	29.953
255.29	31.451
255.50	35.446
255.72	28.394
255.93	36.738
256.14	37.006
256.35	27.355
256.57	38.657
256.78	28.740
256.99	25.249
257.20	32.842
257.41	29.887
257.63	27.049
257.84	24.088
